Time_Index,IOU,Cover_Rate,Delta_Yaw
1687417791.2898734,94.55206709715728,100.0,0.369645061847029
1687417788.7371523,94.33234421364986,100.0,0.36727560733810277
1687417782.6118405,94.10064477877418,100.0,0.372045287203296
1687417691.573845,86.93816203836245,96.05263157894737,24.452780541068286
1687417623.3551338,94.33135215453194,100.0,0.3649363357306416
1687417817.489058,94.54585930543188,100.0,0.0
1687417814.8052592,94.4971818451498,100.0,0.0
1687417842.9702969,93.31758103817471,100.0,0.3420671441886622
1687417898.7473497,94.47079750963535,100.0,0.0
1687417750.3684726,94.42384695239508,100.0,0.372045287203296
1687417918.0980573,94.23304708320995,100.0,0.7303467173447069
1687417655.1941164,90.68638269697638,100.0,1.9091524329963774
1687417676.8105628,94.11895579946604,100.0,0.0
1687417748.1742244,94.48853942585862,100.0,0.3626266739625189
1687417653.7864525,94.40331655315369,100.0,0.369645061847029
1687417928.1000433,94.82784208964084,100.0,0.3696450618470163
1687417644.2242866,94.44568038561364,100.0,0.0
1687417895.1000144,69.02921588644207,97.10144927536231,19.79782999005088
1687417710.4445739,94.22962962962963,100.0,0.372045287203296
1687417736.9336388,92.3076923076923,100.0,1.0199601914053047
1687417704.3877149,94.5881829638965,100.0,0.0
1687417788.1521523,29.9653100112376,46.26865671641791,24.99330526225975
1687417766.626924,79.70530998053934,93.33333333333333,25.69161006453051
1687417628.2337892,94.27514792899409,100.0,1.0559292392950308
1687417784.6903164,94.26557863501483,100.0,0.0
1687417792.2684112,94.27299703264094,100.0,0.372045287203296
1687417659.9805515,94.4366144944737,100.0,0.372045287203296
1687417636.1594417,94.17777777777778,100.0,0.369645061847029
1687417800.085151,93.83136094674556,100.0,0.3558698306218715
1687417675.7514756,94.10283004889614,100.0,0.372045287203296
1687417691.6378546,85.79843860894252,97.93103448275862,27.14865502049346
1687417689.5802662,94.36943620178042,100.0,0.372045287203296
1687417791.1328728,94.21255180580225,100.0,0.369645061847029
