Time_Index,IOU,Cover_Rate,Delta_Yaw
1687417652.2567022,88.09731934731934,99.35483870967742,5.864660241188683
1687417859.1202524,91.64196799051571,100.0,0.7378360353508961
1687417814.8682575,92.07678624369997,100.0,0.0
1687417908.2319596,91.50887573964496,100.0,0.3819662047290246
1687417689.8512669,92.52822341057635,100.0,0.0
1687417650.2408218,14.694441414912568,20.51282051282051,68.12463294014907
1687417921.534225,85.67170534383649,96.73202614379085,23.728827888128617
1687417764.475105,92.17359050445104,100.0,0.0
1687417855.8291688,85.80238061092787,100.0,2.967250614513568
1687417820.796518,92.34026745913819,100.0,0.0
1687417915.3272858,92.0663114268798,100.0,0.0
1687417744.8914824,61.948814535785516,53.52112676056338,53.27589282707522
1687417806.251802,92.14814814814815,100.0,0.0
1687417795.28824,60.654634444784335,75.92592592592592,13.654336471830273
1687417933.9896514,88.86019654257227,94.51219512195121,6.192911903575375
1687417610.859738,88.68930266520628,100.0,1.4232048466331209
1687417765.9145854,91.41548463356975,100.0,3.5541782355320857
1687417627.5250926,92.0201720557698,100.0,0.0
1687417927.681259,47.43307260107965,63.580246913580254,16.601246987170818
1687417620.7764754,90.83314851777926,100.0,1.8341424873107512
1687417770.351321,92.13000666321167,100.0,1.7788003156738477
1687417813.6726809,92.3997028231798,100.0,0.0
1687417917.1874013,91.89650059311981,100.0,0.3819662047290246
1687417867.281173,79.66874538992825,87.8048780487805,26.590873968242143
1687417764.3180933,91.04919976289271,100.0,1.5074357587749743
1687417705.5547159,52.00185142328165,69.56521739130434,10.965196685137906
1687417700.8124495,80.7918298824846,90.56603773584906,7.915089825622582
1687417845.6271484,64.3401095097237,79.24528301886792,8.991247277066002
1687417813.5796773,82.88028169014085,93.71069182389937,6.458816378718651
1687417778.3943799,92.222304447569,100.0,3.893271533018976
1687417835.7660923,92.09160984286984,100.0,0.0
1687417878.518173,90.91514389287563,100.0,1.843737359449655
1687417661.9219496,66.37230434504383,80.0,11.032473240897689
1687417886.6993077,91.10683634211306,100.0,1.4791725446973092
1687417901.8956702,92.239336492891,100.0,0.3558698306218715
1687417763.536699,91.90412585336895,100.0,0.0
1687417886.5413058,91.93548387096774,100.0,0.0
1687417626.5999637,29.74628171478565,42.30769230769231,35.9780122519446
1687417698.6305654,81.68133535660091,90.6832298136646,10.055399933717904
1687417778.61438,91.35251691575583,100.0,1.475371952648594
1687417666.6181474,92.23293768545993,100.0,0.0
1687417601.6971095,91.37252042007002,94.61077844311377,7.419946777877265
1687417697.923329,83.66211075102156,94.03973509933775,26.81385142956144
1687417847.5707626,70.11878978801602,84.27672955974843,8.281261584448874
1687417725.3144977,92.2032640949555,100.0,0.0
1687417886.3043053,91.96560924992589,100.0,0.3558698306218715
1687417792.4464123,91.50922427206046,100.0,0.3819662047290246
1687417676.367563,40.9792900906375,57.861635220125784,35.331331338916364
1687417912.0814426,92.00947025747263,100.0,0.0
1687417645.0280979,36.2468655647101,53.59477124183007,18.208484470580824
1687417914.1146443,89.66150231294515,100.0,3.2601606378748818
1687417622.4931371,92.15642623924013,100.0,0.0
1687417919.6756096,73.79002729512017,83.33333333333334,12.280393768233774
1687417597.188426,90.93432683176272,96.95121951219512,6.23019358423817
1687417824.0929737,92.02995255041519,100.0,0.3558698306218842
1687417686.4203248,91.53811925244734,100.0,1.1381770074881814
1687417717.9801476,91.38311975254088,100.0,6.379248167613146
1687417877.444544,69.1896124233329,83.01886792452831,8.63537744644413
1687417663.3645086,34.347867569888365,49.056603773584904,38.34890397493633
1687417765.3020787,91.89890305366143,100.0,0.0
1687417623.0761342,92.01481481481481,100.0,0.0
1687417897.005153,91.38635182297467,100.0,2.5312684330681003
1687417906.0478864,90.60908084163898,100.0,2.5306139452319227
1687417685.708722,92.20047449584816,100.0,0.0
1687417604.0195117,47.18872898569514,75.15923566878982,43.28765028190273
1687417593.5928488,91.51430256561486,100.0,0.3558698306218715
