Time_Index,IOU,Cover_Rate,Delta_Yaw
1687417830.730465,12.246087246087246,5.970149253731343,33.04812486997522
1687417672.004179,83.69322412509308,100.0,23.431085189513386
1687417595.9975822,0.7385524372230428,0.0,56.94027039937998
1687417672.262154,80.19216555801921,100.0,17.101926136097234
1687417672.194158,83.45841344662904,100.0,18.189045699651317
1687417840.6396644,37.55686125852919,92.92929292929293,55.92561774910469
1687417609.1600173,74.87541528239203,94.28571428571428,22.695292749241812
1687417797.7113383,78.02204278894325,100.0,15.497860189531595
1687417672.4511552,84.25386623820043,100.0,5.406892142221398
1687417651.279055,91.22731201382886,100.0,4.5870542101065
1687417693.0224507,83.84180790960451,100.0,8.487777174208402
1687417933.0086486,44.047674909671066,77.44360902255639,33.02386755579664
1687417609.3830194,20.33589210738369,31.16883116883117,38.942831460278846
1687417895.7120159,68.18457066731258,100.0,4.09593801913603
1687417719.5454388,15.061952938501763,23.943661971830984,64.84223496731217
1687417630.800687,50.69808509464158,82.70676691729322,13.782264688017083
1687417922.7328238,44.946783896344286,81.6,42.41859996211387
1687417604.2405107,75.11512249032971,97.05882352941177,13.925915340096996
1687417797.7843347,80.32234784700505,100.0,10.806524049794088
1687417595.9975822,0.7385524372230428,0.0,56.94027039937998
1687417840.6686656,20.81875578075361,35.38461538461539,53.08400002336751
1687417922.8068266,29.36377155259033,86.95652173913044,40.04574378696908
1687417739.848903,25.29891903816457,41.02564102564102,44.048330391821395
1687417595.8194897,80.35833120040951,99.25925925925925,15.284272530726271
1687417932.9456491,15.361081734400967,21.830985915492956,41.47535577408802
1687417699.1755645,79.5909671921602,97.14285714285714,19.849163440526446
1687417630.960644,78.2591725214676,100.0,7.107199112591072
1687417868.2007327,65.18740487062405,100.0,10.561010691196365
1687417595.6974883,55.01983828034754,91.05691056910568,39.93330735893803
1687417797.7583382,79.82466895537029,100.0,14.267720446728022
1687417772.5049884,51.11611933891393,86.76470588235294,26.659268975980872
1687417923.093728,82.71859202396556,100.0,12.251007468623882
1687417777.5883813,86.00677774639932,100.0,2.488862029911719
1687417692.7864401,75.57821147684241,100.0,15.222916497926304
1687417922.7008243,74.97337077563668,94.11764705882352,19.105534494636156
1687417767.8050303,66.18987918851151,93.5251798561151,26.86897831754593
1687417596.0725799,31.469189617594612,90.32258064516128,34.791458864769005
1687417739.8169034,81.44895035195914,100.0,15.444212998401541
1687417809.0851157,6.976652778869585,0.0,45.60824847429894
1687417740.297473,86.47030814230324,100.0,11.853149800299766
1687417600.8055058,86.43420717739883,100.0,12.11430362559544
1687417735.4529996,79.9350171652771,100.0,14.42985161310631
1687417609.456018,82.05013714358614,100.0,11.37505516191127
1687417630.9916444,84.49459588063354,100.0,8.369878642669624
1687417798.2339296,90.07270894823986,100.0,3.944497966643598
1687417868.497061,79.54604578563996,100.0,2.842252228915004
1687417699.039564,77.12715105162525,95.71428571428572,28.982109266957366
1687417609.2210176,77.92124328114045,95.71428571428572,16.764361389089512
1687417739.690905,82.64984227129337,100.0,26.500876001119575
1687417604.7155137,68.65216934551948,100.0,4.702629935662485
1687417735.5489998,80.10337488598358,100.0,14.791720462011714
1687417651.1544473,89.15402810630304,100.0,7.774818181959666
1687417773.1540713,87.95180722891565,100.0,2.745553868322934
1687417600.3015332,66.82249479287202,94.02985074626866,17.345682120671302
1687417672.2301555,4.3958831630064505,0.0,57.176272051936664
1687417923.1287267,84.5349296145244,100.0,4.392842694674945
1687417773.1220713,86.35400480293826,100.0,2.463627949890673
1687417895.5730176,77.67626271332529,100.0,2.6459735689975363
1687417693.3660803,18.713368685459113,22.04724409448819,21.179379923597057
1687417933.1356485,79.53885257806826,100.0,10.759356784465622
1687417609.319017,63.95702070207021,88.73239436619718,25.46457042161863
1687417933.199649,78.48447204968943,100.0,9.889966677314998
1687417808.8665276,3.045163060251706,0.0,69.8803668591817
1687417772.4719882,76.73600762949275,97.8102189781022,20.551565428650854
1687417776.9267662,84.98108241487087,100.0,11.564084528244546
1687417895.541017,69.57258960416301,100.0,23.604553792978344
1687417841.1791286,74.14039669215943,100.0,17.378470397239507
1687417768.483031,90.275399543379,100.0,5.49757835144893
1687417630.5676467,85.70132227119524,100.0,21.460724545552093
1687417797.8843358,15.733813614112865,25.225225225225223,35.35656468105709
1687417767.7730317,74.72838923004251,97.14285714285714,19.031809653081684
1687417609.2770174,76.6955098222638,100.0,16.158488381569
1687417699.1495638,8.852796522932632,0.0,62.34006115845184
1687417922.968824,18.257907133243606,25.165562913907287,28.24066597602115
1687417631.0852683,88.84493111974567,100.0,5.617580590126838
1687417772.7079883,44.562944374738606,82.53968253968253,21.587223641796157
1687417735.1510015,82.73466095911657,97.1830985915493,25.512479868993648
1687417777.1183813,80.43686415320167,100.0,7.2803913128001225
1687417672.262154,80.19216555801921,100.0,17.101926136097234
