Time_Index,IOU,Cover_Rate,Delta_Yaw
1687417768.1510286,77.54539461856535,99.37106918238993,1.7201511500431572
1687417604.7155137,67.01559020044543,86.47058823529412,2.2603894542391587
1687417933.2596505,89.30343571383708,99.41520467836257,0.18784858566131177
1687417604.637516,56.55748692971089,91.50326797385621,2.807461710959504
1687417932.740623,72.4022402240224,95.86206896551724,7.5661277347434135
1687417650.762538,4.6328764212092235,0.0,57.77701328906381
1687417699.563567,0.14199615032659116,0.0,53.27709470599377
1687417693.0534515,78.48984771573603,91.82389937106919,7.123600228003585
1687417651.4220252,75.60633674470769,96.12903225806451,1.1445536516776074
1687417830.398465,0.08443908323281062,0.0,89.9922058930565
1687417777.4153814,84.40920112720362,100.0,0.8867466166071303
1687417693.0839727,90.86414736556955,100.0,2.9665533379292297
1687417610.0137384,69.8862528436789,98.74213836477988,1.5805481557311603
1687417720.12498,80.47481552775105,100.0,2.3642551596927484
1687417830.225468,68.24744239411034,93.10344827586206,8.551172684496262
1687417699.2455647,5.3669806291096505,0.0,64.04608062735853
1687417740.1154716,77.83568362967505,86.41975308641975,10.285868619421885
1687417772.4389887,75.6812694032425,100.0,2.7313240541906487
1687417830.0854664,72.38480366074279,100.0,1.0188434796727006
1687417740.179471,75.79306979014153,87.5,9.142801067569419
1687417840.7876658,77.27083116070497,97.40259740259741,3.8686768948063075
1687417740.0844707,73.52065722109775,83.43558282208589,11.961068881381987
1687417797.5543392,85.83283582089553,100.0,3.2346412980165375
1687417650.9992144,1.3114528975556166,0.0,56.054609370710715
1687417808.8345277,53.882532418001524,81.04575163398692,1.3870169535049672
1687417868.2917354,60.57123125493291,80.3030303030303,18.057074199556325
1687417777.48638,88.44566712517194,100.0,0.3120257025429382
1687417830.225468,68.24744239411034,93.10344827586206,8.551172684496262
1687417600.4905367,29.15422527610893,62.676056338028175,2.770025974879299
1687417609.9660172,82.13721585055971,100.0,3.8453446251918773
1687417773.0880728,73.31480643701931,96.17834394904459,1.6362257342061346
1687417922.9358287,80.11154622048178,99.36305732484077,2.894791067119562
1687417720.3139799,86.29653175107721,100.0,3.669895639501718
1687417773.019072,83.04333221363788,100.0,1.1177672019704958
1687417720.217981,86.49308948764484,100.0,6.052128353968978
1687417595.8474896,85.33501896333755,100.0,2.2293591550219385
1687417699.5955677,0.18117000759745192,0.0,51.6833617646487
1687417604.8055146,79.98870127424517,100.0,0.9212615931804887
1687417797.5543392,85.83283582089553,100.0,3.2346412980165375
1687417895.1930175,36.056029027086325,64.86486486486487,8.529680498573864
1687417609.8670175,73.57318493593891,91.13924050632912,5.2824444262831385
1687417609.5860174,90.05914773491061,100.0,1.9796516866763978
1687417672.1661541,19.66710468681559,16.99346405228758,2.7668602175534076
1687417809.0531156,65.51356395387589,100.0,0.14579047291921773
1687417609.6520185,66.72444710101614,85.625,4.451102449795999
1687417693.3660803,66.13054048999439,87.74193548387098,3.8579850212066265
1687417808.8345277,53.882532418001524,81.04575163398692,1.3870169535049672
1687417896.0515969,60.79383382897372,83.43949044585987,2.1549223752481543
1687417808.5505278,87.91127541589648,100.0,3.880323110128384
1687417650.9327352,1.6297815173584105,0.0,55.68804731758955
1687417777.2263808,64.94215455501578,82.92682926829268,2.525483953160265
1687417630.9286442,88.85786464565882,96.95121951219512,5.102131296345719
1687417868.168735,82.7102058182205,95.94594594594594,8.48497455893664
1687417841.0301273,69.69337076225437,100.0,8.703983748896437
1687417922.9058242,91.2884684468926,99.36305732484077,1.987199819139616
1687417650.572947,56.40265656731983,83.00653594771242,3.57853362929997
1687417768.0240288,91.40830927576252,100.0,0.426604972175035
1687417650.7915378,5.827203230924564,0.0,30.44413115820796
1687417922.9358287,80.11154622048178,99.36305732484077,2.894791067119562
1687417922.6028242,66.85212925315643,100.0,0.22078871704017344
1687417595.7904878,81.38775112151355,100.0,4.884133375654126
1687417868.3207345,68.36348768271492,85.03401360544217,16.778352276579326
1687417777.1943805,59.58923248882265,80.2547770700637,0.752980943557607
1687417895.3800166,23.798869524258127,42.48366013071895,4.922537886256504
1687417895.6830153,87.57234426535565,100.0,1.9012364646144337
1687417600.3815331,25.336047315462018,46.42857142857143,3.563688146207412
1687417692.6914394,80.86412535079513,98.68421052631578,1.3237765350667827
1687417609.7610161,91.34472247820231,100.0,2.5461184730564423
1687417797.9473386,90.26665784424006,100.0,1.8658544425361738
1687417650.826243,80.78015059869152,100.0,3.789804767833011
1687417595.7904878,81.38775112151355,100.0,4.884133375654126
1687417933.199649,84.86551105797969,95.32163742690058,2.94430741238225
1687417933.0086486,78.60098718651842,99.34640522875817,5.343055758575159
1687417772.4389887,75.6812694032425,100.0,2.7313240541906487
